ZIP code,State,City,Average annual cost,Percent difference from national average
57075,South Dakota,0,2390,26
57076,South Dakota,Winfred,2376,25
57077,South Dakota,Worthing,2419,27
57078,South Dakota,Yankton,2525,33
57103,South Dakota,Sioux Falls,2399,26
57104,South Dakota,Sioux Falls,2384,26
57105,South Dakota,Sioux Falls,2426,28
57106,South Dakota,Sioux Falls,2429,28
57107,South Dakota,Sioux Falls,2434,28
57108,South Dakota,Sioux Falls,2489,31
57110,South Dakota,Sioux Falls,2384,26
57197,South Dakota,Sioux Falls,2417,27
57201,South Dakota,Watertown,2198,16
57212,South Dakota,Arlington,2353,24
57213,South Dakota,Astoria,2257,19
57214,South Dakota,Badger,2399,26
57216,South Dakota,Big Stone City,2227,17
57217,South Dakota,Bradley,2241,18
57218,South Dakota,Brandt,2252,19
57219,South Dakota,Bristol,2225,17
57220,South Dakota,Bruce,2375,25
57221,South Dakota,Bryant,2286,20
57223,South Dakota,0,2203,16
57224,South Dakota,Claire City,2245,18
57225,South Dakota,Clark,2217,17
57226,South Dakota,Clear Lake,2202,16
57227,South Dakota,Corona,2238,18
57231,South Dakota,De Smet,2271,20
57232,South Dakota,Eden,2242,18
57233,South Dakota,Erwin,2287,20
57234,South Dakota,0,2290,21
57235,South Dakota,Florence,2236,18
57236,South Dakota,Garden City,2223,17
57237,South Dakota,Gary,2269,19
57238,South Dakota,Bemis,2202,16
57239,South Dakota,Grenville,2244,18
57241,South Dakota,Hayti,2216,17
57242,South Dakota,Hazel,2214,17
57243,South Dakota,Henry,2229,17
57245,South Dakota,Kranzburg,2212,16
57246,South Dakota,Labolt,2195,16
57247,South Dakota,Lake City,2251,19
57248,South Dakota,Lake Norden,2270,20
57249,South Dakota,Lake Preston,2360,24
57251,South Dakota,Marvin,2231,17
57252,South Dakota,Milbank,2180,15
57255,South Dakota,New Effington,2232,18
57256,South Dakota,Ortley,2219,17
57257,South Dakota,Peever,2219,17
57258,South Dakota,Raymond,2218,17
57259,South Dakota,Revillo,2207,16
57260,South Dakota,Rosholt,2226,17
57261,South Dakota,Roslyn,2243,18
57262,South Dakota,Sisseton,2217,17
57263,South Dakota,South Shore,2221,17
57264,South Dakota,0,2215,17
57265,South Dakota,Strandburg,2200,16
57266,South Dakota,0,2231,17
57268,South Dakota,Toronto,2213,17
57269,South Dakota,Twin Brooks,2212,16
57270,South Dakota,Veblen,2264,19
57271,South Dakota,Vienna,2283,20
57272,South Dakota,Wallace,2230,17
57273,South Dakota,0,2266,19
57274,South Dakota,Webster,2251,19
57276,South Dakota,White,2357,24
57278,South Dakota,Willow Lake,2287,20
57279,South Dakota,Wilmot,2237,18
57301,South Dakota,Mitchell,2452,29
57311,South Dakota,Alexandria,2453,29
57312,South Dakota,Alpena,2377,25
57313,South Dakota,Armour,2475,30
57314,South Dakota,Artesian,2378,25
57315,South Dakota,Avon,2598,37
57317,South Dakota,Bonesteel,2530,33
57319,South Dakota,Bridgewater,2451,29
57321,South Dakota,Canova,2319,22
57322,South Dakota,Carpenter,2279,20
57323,South Dakota,Carthage,2302,21
57324,South Dakota,Cavour,2300,21
57325,South Dakota,Chamberlain,2421,27
57328,South Dakota,Corsica,2507,32
57329,South Dakota,Dante,2479,31
57330,South Dakota,Delmont,2505,32
57331,South Dakota,Dimock,2529,33
57332,South Dakota,Emery,2474,30
57334,South Dakota,Ethan,2484,31
57335,South Dakota,Fairfax,2525,33
57337,South Dakota,Fedora,2361,24
57339,South Dakota,Fort Thompson,2389,26
57340,South Dakota,Fulton,2470,30
57341,South Dakota,Gann Valley,2377,25
57342,South Dakota,Geddes,2496,31
57344,South Dakota,Harrison,2512,32
57345,South Dakota,Highmore,2345,23
57346,South Dakota,Stephan,2313,22
57348,South Dakota,Hitchcock,2248,18
57349,South Dakota,Howard,2290,21
57350,South Dakota,Huron,2265,19
57353,South Dakota,Iroquois,2330,23
57354,South Dakota,Kaylor,2492,31
57355,South Dakota,Kimball,2435,28
57356,South Dakota,Lake Andes,2529,33
57358,South Dakota,Lane,2371,25
57359,South Dakota,Letcher,2406,27
57361,South Dakota,Marty,2432,28
57362,South Dakota,Miller,2343,23
57363,South Dakota,0,2497,31
57364,South Dakota,New Holland,2506,32
57365,South Dakota,0,2482,31
57366,South Dakota,Parkston,2539,34
57367,South Dakota,Pickstown,2477,30
57368,South Dakota,Plankinton,2473,30
57369,South Dakota,Platte,2459,29
57370,South Dakota,Pukwana,2435,28
57371,South Dakota,Ree Heights,2338,23
57373,South Dakota,Saint Lawrence,2351,24
57374,South Dakota,Spencer,2424,28
57375,South Dakota,Stickney,2487,31
57376,South Dakota,Tripp,2523,33
57379,South Dakota,Virgil,2345,23
57380,South Dakota,Wagner,2454,29
57381,South Dakota,Wessington,2351,24
57382,South Dakota,Wessington Springs,2386,26
57383,South Dakota,0,2469,30
57384,South Dakota,Wolsey,2333,23
57385,South Dakota,Woonsocket,2400,26
57386,South Dakota,Yale,2276,20
57401,South Dakota,Aberdeen,2171,14
57420,South Dakota,Akaska,2227,17
57421,South Dakota,Amherst,2248,18
57422,South Dakota,Andover,2269,19
57424,South Dakota,Ashton,2231,17
57426,South Dakota,Barnard,2183,15
57427,South Dakota,Bath,2191,15
57428,South Dakota,Bowdle,2225,17
57429,South Dakota,Brentford,2205,16
57430,South Dakota,Britton,2258,19
57432,South Dakota,0,2211,16
57433,South Dakota,Columbia,2200,16
57434,South Dakota,Conde,2256,19
57435,South Dakota,Cresbard,2210,16
57436,South Dakota,Doland,2306,21
57437,South Dakota,Eureka,2212,16
57438,South Dakota,Faulkton,2185,15
57439,South Dakota,Ferney,2270,20
57440,South Dakota,Frankfort,2257,19
57441,South Dakota,Frederick,2182,15
57442,South Dakota,Gettysburg,2252,19
57445,South Dakota,Groton,2186,15
57446,South Dakota,Hecla,2204,16
57448,South Dakota,Hosmer,2196,16
57449,South Dakota,Houghton,2199,16
57450,South Dakota,Hoven,2219,17
57451,South Dakota,Ipswich,2163,14
57452,South Dakota,Java,2202,16
57454,South Dakota,Langford,2253,19
57455,South Dakota,Lebanon,2226,17
57456,South Dakota,Leola,2199,16
57457,South Dakota,Long Lake,2167,14
57460,South Dakota,Mansfield,2177,15
57461,South Dakota,0,2204,16
57465,South Dakota,Chelsea,2180,15
57466,South Dakota,Onaka,2198,16
57467,South Dakota,Orient,2226,17
57468,South Dakota,Pierpont,2239,18
57469,South Dakota,Redfield,2228,17
57470,South Dakota,Rockham,2216,17
57471,South Dakota,Roscoe,2234,18
57472,South Dakota,Selby,2203,16
57473,South Dakota,Seneca,2226,17
57474,South Dakota,Stratford,2200,16
57475,South Dakota,Tolstoy,2231,17
57476,South Dakota,0,2266,19
57477,South Dakota,Turton,2220,17
57479,South Dakota,0,2181,15
57481,South Dakota,Westport,2174,14
57501,South Dakota,Pierre,2207,16
57520,South Dakota,Agar,2231,17
57521,South Dakota,Belvidere,2699,42
57522,South Dakota,Blunt,2357,24
57523,South Dakota,Burke,2539,34
57528,South Dakota,Colome,2561,35
57529,South Dakota,Dallas,2542,34
57531,South Dakota,Draper,2447,29
57532,South Dakota,Fort Pierre,2298,21
57533,South Dakota,Gregory,2457,29
57534,South Dakota,Hamill,2533,33
57536,South Dakota,Harrold,2370,25
57537,South Dakota,Hayes,2426,28
57538,South Dakota,Herrick,2495,31
57540,South Dakota,Holabird,2360,24
57541,South Dakota,Ideal,2514,32
57543,South Dakota,Kadoka,2706,42
57544,South Dakota,Kennebec,2512,32
57547,South Dakota,Long Valley,2611,37
57548,South Dakota,0,2437,28
57551,South Dakota,Martin,2667,40
57552,South Dakota,Midland,2493,31
57553,South Dakota,Milesville,2492,31
57555,South Dakota,Antelope,2690,42
57559,South Dakota,Murdo,2439,28
57560,South Dakota,Norris,2652,40
57562,South Dakota,Okaton,2431,28
57563,South Dakota,Okreek,2657,40
57564,South Dakota,Onida,2357,24
57566,South Dakota,Parmelee,2693,42
57567,South Dakota,Philip,2584,36
57568,South Dakota,Presho,2473,30
57569,South Dakota,Reliance,2536,34
57570,South Dakota,Rosebud,2686,41
57571,South Dakota,Saint Charles,2510,32
57572,South Dakota,Saint Francis,2704,42
57574,South Dakota,Tuthill,2668,40
57576,South Dakota,Vivian,2460,30
57577,South Dakota,Wanblee,2628,38
57579,South Dakota,White River,2673,41
57580,South Dakota,Winner,2524,33
57584,South Dakota,Witten,2521,33
57585,South Dakota,Wood,2643,39
57601,South Dakota,Mobridge,2195,16
57620,South Dakota,Bison,2469,30
57621,South Dakota,Bullhead,2412,27
57622,South Dakota,Cherry Creek,2486,31
57623,South Dakota,Dupree,2456,29
57625,South Dakota,North Eagle Butte,2423,28
57626,South Dakota,Faith,2398,26
57630,South Dakota,Glencross,2398,26
57631,South Dakota,Glenham,2199,16
57632,South Dakota,Herreid,2223,17
57633,South Dakota,Firesteel,2405,27
57634,South Dakota,Keldron,2406,27
57636,South Dakota,Lantry,2422,28
57638,South Dakota,Lemmon,2430,28
57639,South Dakota,Little Eagle,2412,27
57640,South Dakota,Lodgepole,2419,27
57641,South Dakota,McIntosh,2396,26
57642,South Dakota,McLaughlin,2417,27
57644,South Dakota,Glad Valley,2415,27
57645,South Dakota,Morristown,2453,29
57646,South Dakota,Mound City,2202,16
57648,South Dakota,Pollock,2202,16
57649,South Dakota,Prairie City,2418,27
57650,South Dakota,Ralph,2402,26
57651,South Dakota,Reva,2403,27
57652,South Dakota,Ridgeview,2488,31
57656,South Dakota,Timber Lake,2413,27
57657,South Dakota,Trail City,2398,26
57658,South Dakota,Wakpala,2426,28
57659,South Dakota,Walker,2458,29
57660,South Dakota,Watauga,2397,26
57661,South Dakota,Whitehorse,2428,28
57701,South Dakota,Rapid City,2740,44
57702,South Dakota,Rapid City,2785,47
57703,South Dakota,Rapid Valley,2713,43
57706,South Dakota,Ellsworth AFB,2667,40
57714,South Dakota,Allen,2692,42
57716,South Dakota,Batesland,2764,46
57717,South Dakota,Belle Fourche,2583,36
57718,South Dakota,Summerset,2665,40
57719,South Dakota,Box Elder,2807,48
57720,South Dakota,Buffalo,2411,27
57722,South Dakota,Buffalo Gap,2918,54
57724,South Dakota,Camp Crook,2406,27
57725,South Dakota,Caputa,2777,46
57730,South Dakota,Custer,2839,49
57732,South Dakota,Deadwood,2726,44
57735,South Dakota,Edgemont,2776,46
57737,South Dakota,Enning,2537,34
57738,South Dakota,Fairburn,2839,49
57741,South Dakota,Fort Meade,2659,40
57744,South Dakota,Hermosa,2875,51
57745,South Dakota,Hill City,2849,50
57747,South Dakota,Hot Springs,2886,52
57748,South Dakota,Howes,2496,31
57750,South Dakota,Interior,2719,43
57751,South Dakota,Keystone,2862,51
57752,South Dakota,Kyle,2769,46
57754,South Dakota,Lead,2719,43
57755,South Dakota,Ludlow,2405,27
57756,South Dakota,Manderson,2754,45
57758,South Dakota,Mud Butte,2416,27
57759,South Dakota,Nemo,2693,42
57760,South Dakota,Newell,2667,40
57761,South Dakota,New Underwood,2869,51
57762,South Dakota,Nisland,2656,40
57763,South Dakota,Oelrichs,2756,45
57764,South Dakota,Oglala,2814,48
57766,South Dakota,Oral,2808,48
57767,South Dakota,0,2804,48
57769,South Dakota,Piedmont,2712,43
57770,South Dakota,Pine Ridge,2787,47
57772,South Dakota,Porcupine,2813,48
57773,South Dakota,Pringle,2885,52
57775,South Dakota,Cottonwood,2713,43
57776,South Dakota,Redig,2388,26
57779,South Dakota,Saint Onge,2714,43
57780,South Dakota,Scenic,2810,48
57782,South Dakota,Smithwick,2761,45
57783,South Dakota,Spearfish,2690,42
57785,South Dakota,Sturgis,2681,41
57787,South Dakota,Union Center,2557,35
57788,South Dakota,Vale,2640,39
57790,South Dakota,Wall,2774,46
57791,South Dakota,Elm Springs,2751,45
57792,South Dakota,White Owl,2500,32
57793,South Dakota,Whitewood,2720,43
57794,South Dakota,Wounded Knee,2782,46
57799,South Dakota,Spearfish,2670,41
58001,North Dakota,Abercrombie,1920,1
58002,North Dakota,Absaraka,1883,-1
58004,North Dakota,Amenia,1889,-1
58005,North Dakota,Argusville,1840,-3
58006,North Dakota,Arthur,1799,-5
58007,North Dakota,Ayr,1861,-2
58008,North Dakota,Barney,1944,2
58009,North Dakota,Blanchard,1847,-3
58011,North Dakota,Buffalo,1873,-1
58012,North Dakota,Casselton,1880,-1
58013,North Dakota,Cayuga,1928,2
58015,North Dakota,Christine,1886,-1
58016,North Dakota,Clifford,1813,-5
58017,North Dakota,Cogswell,1949,3
58018,North Dakota,Colfax,1940,2
58021,North Dakota,Davenport,1903,0
58027,North Dakota,Enderlin,1856,-2
58029,North Dakota,Erie,1852,-2
58030,North Dakota,Fairmount,1878,-1
58031,North Dakota,Fingal,1891,0
58032,North Dakota,Forman,1897,0
58033,North Dakota,Fort Ransom,1894,0
58035,North Dakota,Galesburg,1834,-3
58036,North Dakota,Gardner,1798,-5
58038,North Dakota,Grandin,1839,-3
58040,North Dakota,Gwinner,1878,-1
58041,North Dakota,Hankinson,1916,1
58042,North Dakota,Harwood,1861,-2
58043,North Dakota,Havana,1888,-1
58045,North Dakota,Hillsboro,1817,-4
58046,North Dakota,Hope,1861,-2
58047,North Dakota,Horace,1822,-4
58048,North Dakota,Hunter,1872,-1
58049,North Dakota,Kathryn,1888,-1
58051,North Dakota,Kindred,1912,1
58052,North Dakota,Leonard,1919,1
58053,North Dakota,Lidgerwood,1901,0
58054,North Dakota,Lisbon,1885,-1
58056,North Dakota,Luverne,1845,-3
58057,North Dakota,Mcleod,1939,2
58058,North Dakota,Mantador,1922,1
58059,North Dakota,Mapleton,1829,-4
58060,North Dakota,Milnor,1902,0
58061,North Dakota,Mooreton,1933,2
58062,North Dakota,Nome,1906,0
58063,North Dakota,Oriska,1900,0
58064,North Dakota,Page,1834,-3
58065,North Dakota,Pillsbury,1879,-1
58067,North Dakota,Rutland,1929,2
58068,North Dakota,Sheldon,1918,1
58069,North Dakota,Stirum,1904,0
58071,North Dakota,Tower City,1908,0
58072,North Dakota,Valley City,1787,-6
58075,North Dakota,Wahpeton,1870,-2
58076,North Dakota,Wahpeton,1930,2
58077,North Dakota,Walcott,1863,-2
58078,North Dakota,West Fargo,1687,-11
58079,North Dakota,Wheatland,1901,0
58081,North Dakota,Wyndmere,1899,0
58102,North Dakota,Fargo,1750,-8
58103,North Dakota,Fargo,1751,-8
58104,North Dakota,Fargo,1729,-9
58105,North Dakota,Fargo,1822,-4
58201,North Dakota,Grand Forks,1636,-14
58202,North Dakota,Grand Forks,1716,-10
58203,North Dakota,Grand Forks,1656,-13
58204,North Dakota,Grand Forks AFB,1696,-11
58205,North Dakota,Grand Forks AFB,1723,-9
58210,North Dakota,Adams,1794,-6
58212,North Dakota,Aneta,1876,-1
58214,North Dakota,Arvilla,1784,-6
58216,North Dakota,Bathgate,1754,-8
58218,North Dakota,Buxton,1763,-7
58219,North Dakota,Caledonia,1849,-3
58220,North Dakota,Cavalier,1781,-6
58222,North Dakota,Crystal,1818,-4
58223,North Dakota,Cummings,1825,-4
58224,North Dakota,Dahlen,1839,-3
58225,North Dakota,Drayton,1772,-7
58227,North Dakota,Edinburg,1778,-6
58228,North Dakota,Emerado,1760,-7
58229,North Dakota,Fairdale,1820,-4
58230,North Dakota,Finley,1836,-3
58231,North Dakota,Fordville,1829,-4
58233,North Dakota,Forest River,1813,-5
58235,North Dakota,Gilby,1804,-5
58236,North Dakota,Glasston,1799,-5
58237,North Dakota,Grafton,1769,-7
58238,North Dakota,Hamilton,1785,-6
58239,North Dakota,Hannah,1836,-3
58240,North Dakota,Hatton,1781,-6
58241,North Dakota,Hensel,1820,-4
58243,North Dakota,Hoople,1784,-6
58244,North Dakota,Inkster,1787,-6
58249,North Dakota,Langdon,1759,-7
58250,North Dakota,Lankin,1800,-5
58251,North Dakota,Larimore,1822,-4
58254,North Dakota,McVille,1907,0
58255,North Dakota,Maida,1816,-4
58256,North Dakota,Manvel,1701,-10
58257,North Dakota,Mayville,1771,-7
58258,North Dakota,Mekinock,1778,-6
58259,North Dakota,Michigan,1804,-5
58260,North Dakota,Milton,1821,-4
58261,North Dakota,Minto,1770,-7
58262,North Dakota,Mountain,1811,-5
58265,North Dakota,Neche,1783,-6
58266,North Dakota,Niagara,1840,-3
58267,North Dakota,Northwood,1826,-4
58269,North Dakota,Osnabrock,1784,-6
58270,North Dakota,Park River,1826,-4
58271,North Dakota,Pembina,1761,-7
58272,North Dakota,Petersburg,1838,-3
58273,North Dakota,Pisek,1782,-6
58274,North Dakota,Portland,1793,-6
58275,North Dakota,Reynolds,1804,-5
58276,North Dakota,St. Thomas,1785,-6
58277,North Dakota,Sharon,1883,-1
58278,North Dakota,Thompson,1741,-8
58281,North Dakota,Wales,1828,-4
58282,North Dakota,Walhalla,1775,-7
58301,North Dakota,Devils Lake,1776,-6
58310,North Dakota,Agate,1796,-5
58311,North Dakota,Alsen,1819,-4
58313,North Dakota,Balta,1831,-4
58316,North Dakota,Belcourt,1758,-7
58317,North Dakota,Bisbee,1800,-5
58318,North Dakota,Bottineau,1730,-9
58321,North Dakota,Brocket,1818,-4
58323,North Dakota,Calvin,1806,-5
58324,North Dakota,Cando,1791,-6
58325,North Dakota,Churchs Ferry,1831,-4
58327,North Dakota,Crary,1849,-3
58329,North Dakota,Dunseith,1780,-6
58330,North Dakota,Edmore,1793,-6
58331,North Dakota,Egeland,1808,-5
58332,North Dakota,Esmond,1800,-5
58335,North Dakota,Fort Totten,1852,-2
58338,North Dakota,Hampden,1808,-5
58339,North Dakota,Hansboro,1801,-5
58341,North Dakota,Harvey,1942,2
58343,North Dakota,Knox,1830,-4
58344,North Dakota,Lakota,1846,-3
58345,North Dakota,Lawton,1838,-3
58346,North Dakota,Leeds,1820,-4
58348,North Dakota,Maddock,1841,-3
58351,North Dakota,Minnewaukan,1868,-2
58352,North Dakota,Munich,1784,-6
58353,North Dakota,Mylo,1811,-5
58355,North Dakota,Nekoma,1801,-5
58356,North Dakota,New Rockford,1848,-3
58357,North Dakota,Oberon,1831,-4
58361,North Dakota,Pekin,1864,-2
58362,North Dakota,Penn,1815,-4
58363,North Dakota,Perth,1813,-5
58365,North Dakota,Rocklake,1802,-5
58366,North Dakota,Rolette,1782,-6
58367,North Dakota,Rolla,1768,-7
58368,North Dakota,Rugby,1801,-5
58369,North Dakota,Saint John,1775,-7
58370,North Dakota,Saint Michael,1853,-2
58372,North Dakota,Sarles,1809,-5
58374,North Dakota,Sheyenne,1836,-3
58377,North Dakota,Starkweather,1789,-6
58379,North Dakota,Tokio,1890,0
58380,North Dakota,Tolna,1918,1
58381,North Dakota,Warwick,1868,-2
58382,North Dakota,Webster,1827,-4
58384,North Dakota,Willow City,1776,-6
58385,North Dakota,Wolford,1823,-4
58386,North Dakota,York,1839,-3
58401,North Dakota,Jamestown,1885,-1
58405,North Dakota,Jamestown,1917,1
58413,North Dakota,Ashley,2012,6
58415,North Dakota,Berlin,1917,1
58416,North Dakota,Binford,1883,-1
58418,North Dakota,Bowdon,2023,7
58420,North Dakota,Buchanan,1944,2
58421,North Dakota,Carrington,1953,3
58422,North Dakota,Cathay,1879,-1
58423,North Dakota,Chaseley,1954,3
58424,North Dakota,Cleveland,1934,2
58425,North Dakota,Cooperstown,1864,-2
58426,North Dakota,Courtenay,1886,-1
58428,North Dakota,Dawson,2018,6
58429,North Dakota,Dazey,1861,-2
58430,North Dakota,Denhoff,1911,1
58431,North Dakota,Dickey,1889,-1
58433,North Dakota,Edgeley,1911,1
58436,North Dakota,Ellendale,1883,-1
58438,North Dakota,Fessenden,1912,1
58439,North Dakota,Forbes,1929,2
58440,North Dakota,Fredonia,1960,3
58441,North Dakota,Fullerton,1922,1
58442,North Dakota,Gackle,1989,5
58443,North Dakota,Glenfield,1918,1
58444,North Dakota,Goodrich,1937,2
58445,North Dakota,Grace City,1876,-1
58448,North Dakota,Hannaford,1890,0
58451,North Dakota,Hurdsfield,1950,3
58452,North Dakota,Jessie,1937,2
58454,North Dakota,Jud,1934,2
58455,North Dakota,Kensal,1908,0
58456,North Dakota,Kulm,1954,3
58458,North Dakota,LaMoure,1888,-1
58460,North Dakota,Lehr,1946,2
58461,North Dakota,Litchville,1879,-1
58463,North Dakota,McClusky,1968,4
58464,North Dakota,McHenry,1877,-1
58466,North Dakota,Marion,1923,1
58467,North Dakota,Medina,1983,4
58472,North Dakota,Montpelier,1951,3
58474,North Dakota,Oakes,1912,1
58475,North Dakota,Pettibone,2003,5
58476,North Dakota,Pingree,1889,-1
58477,North Dakota,Regan,2037,7
58478,North Dakota,Robinson,2091,10
58479,North Dakota,Rogers,1881,-1
58480,North Dakota,Sanborn,1863,-2
58481,North Dakota,Spiritwood,1842,-3
58482,North Dakota,Steele,2055,8
58483,North Dakota,Streeter,1955,3
58484,North Dakota,Sutton,1887,-1
58486,North Dakota,Sykeston,1925,1
58487,North Dakota,Tappen,2091,10
58488,North Dakota,Tuttle,1969,4
58490,North Dakota,Verona,1954,3
58492,North Dakota,Wimbledon,1907,0
58494,North Dakota,Wing,1998,5
58495,North Dakota,Wishek,2000,5
58496,North Dakota,Woodworth,1928,2
58497,North Dakota,Ypsilanti,1969,4
58501,North Dakota,Bismarck,2111,11
58503,North Dakota,Bismarck,2128,12
58504,North Dakota,Bismarck,2111,11
58505,North Dakota,Bismarck,2126,12
58520,North Dakota,Almont,2218,17
58521,North Dakota,Baldwin,2075,9
58523,North Dakota,Beulah,2181,15
58524,North Dakota,Braddock,2119,12
58528,North Dakota,Cannon Ball,2211,16
58529,North Dakota,Carson,2183,15
58530,North Dakota,Center,2198,16
58531,North Dakota,Coleharbor,2072,9
58532,North Dakota,Driscoll,2111,11
58533,North Dakota,Elgin,2226,17
58535,North Dakota,Flasher,2150,13
58538,North Dakota,Fort Yates,2199,16
58540,North Dakota,Garrison,1993,5
58541,North Dakota,Golden Valley,2109,11
58542,North Dakota,Hague,2133,12
58544,North Dakota,Hazelton,2181,15
58545,North Dakota,Hazen,2144,13
58549,North Dakota,Kintyre,2084,10
58552,North Dakota,Linton,2165,14
58554,North Dakota,Mandan,2067,9
58558,North Dakota,Menoken,2151,13
58559,North Dakota,Mercer,2074,9
58560,North Dakota,Moffit,2125,12
58561,North Dakota,Napoleon,2019,6
58562,North Dakota,New Leipzig,2192,15
58563,North Dakota,New Salem,2250,18
58564,North Dakota,Raleigh,2165,14
58565,North Dakota,Riverdale,2073,9
58566,North Dakota,Saint Anthony,2217,17
58568,North Dakota,Selfridge,2138,13
58569,North Dakota,Shields,2147,13
58570,North Dakota,Solen,2165,14
58571,North Dakota,Stanton,2146,13
58572,North Dakota,Sterling,2155,13
58573,North Dakota,Strasburg,2166,14
58575,North Dakota,Turtle Lake,2063,9
58576,North Dakota,Underwood,2106,11
58577,North Dakota,Washburn,2117,11
58579,North Dakota,Wilton,2112,11
58580,North Dakota,Zap,2173,14
58581,North Dakota,Zeeland,1990,5
58601,North Dakota,Dickinson,2054,8
58620,North Dakota,Amidon,2095,10
58621,North Dakota,Beach,2125,12
58622,North Dakota,Belfield,2061,9
58623,North Dakota,Bowman,2169,14
58625,North Dakota,Dodge,2125,12
58626,North Dakota,Dunn Center,2166,14
58627,North Dakota,Fairfield,2085,10
58630,North Dakota,Gladstone,2105,11
58631,North Dakota,Glen Ullin,2237,18
58632,North Dakota,Golva,2070,9
58634,North Dakota,Grassy Butte,1952,3
58636,North Dakota,Halliday,2161,14
58638,North Dakota,Hebron,2216,17
58639,North Dakota,Hettinger,2161,14
58640,North Dakota,Killdeer,2057,8
58641,North Dakota,Lefor,2097,10
58642,North Dakota,Manning,2067,9
58643,North Dakota,Marmarth,2080,10
58644,North Dakota,Marshall,2140,13
58645,North Dakota,Medora,2067,9
58646,North Dakota,Mott,2239,18
58647,North Dakota,New England,2223,17
58649,North Dakota,Reeder,2119,12
58650,North Dakota,Regent,2237,18
58651,North Dakota,Rhame,2173,14
58652,North Dakota,Richardton,2135,12
58653,North Dakota,Scranton,2168,14
58654,North Dakota,Sentinel Butte,2079,9
58655,North Dakota,South Heart,2125,12
58656,North Dakota,Taylor,2099,11
58701,North Dakota,Minot,1720,-9
58703,North Dakota,Minot,1721,-9
58704,North Dakota,Minot AFB,1707,-10
58705,North Dakota,Minot AFB,1734,-9
58707,North Dakota,Minot,1773,-7
58710,North Dakota,Anamoose,1891,0
58711,North Dakota,Antler,1781,-6
58712,North Dakota,Balfour,1865,-2
58713,North Dakota,Bantry,1830,-4
58716,North Dakota,Benedict,1938,2
